id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-111021879-A,Building window capable of being automatically closed in severe weather ,陈炳荣,陈炳荣,02/01/2020,02/01/2020,17/04/2020,,https://patents.google.com/patent/CN111021879A/en,
CN-111142399-A,Embedded intelligent home automation control test system based on computer ,四川轻化工大学,"朱文忠, 候亚妮, 王仪, 王二丽, 吕欣然, 党豪",09/01/2020,09/01/2020,12/05/2020,,https://patents.google.com/patent/CN111142399A/en,
CN-111138104-A,Method for preparing geopolymer gelled material by adopting regenerated micro powder ,扬州大学,"吴正光, 刘聪, 肖鹏, 康爱红, 刘安安, 孙海峰",10/01/2020,10/01/2020,12/05/2020,,https://patents.google.com/patent/CN111138104A/en,
CN-111102656-A,"Double-blade fan system of air conditioner outdoor unit, control method and air conditioner unit ",珠海格力电器股份有限公司,"张辉, 张亚国, 邹俊超, 王新亮, 杨林, 薛寒冬, 傅英胜, 倪毅",10/01/2020,10/01/2020,05/05/2020,,https://patents.google.com/patent/CN111102656A/en,
CN-111191078-A,Video information processing method and device based on video information processing model ,腾讯科技（深圳）有限公司,陈小帅,08/01/2020,08/01/2020,22/05/2020,,https://patents.google.com/patent/CN111191078A/en,
CN-111135706-A,Boiler flue gas desulfurization and denitrification treatment method ,梁红雨,"梁红雨, 鲍宪丽",07/01/2020,07/01/2020,12/05/2020,,https://patents.google.com/patent/CN111135706A/en,
CN-111086663-A,External heat flow simulation system of conical rotary test piece for thermal vacuum test ,北京卫星环境工程研究所,"侯雅琴, 王润泽, 王奕荣, 朱熙, 许忠旭, 李晔, 李超, 洪辰伟",02/01/2020,02/01/2020,01/05/2020,,https://patents.google.com/patent/CN111086663A/en,
CN-111088748-A,3D printing landscape bridge and construction method thereof ,招商局重庆交通科研设计院有限公司,"易辉, 苏小波, 孙军举, 袁佳, 王鹏, 伊书国, 刘海涛, 薛飞宇",06/01/2020,06/01/2020,01/05/2020,,https://patents.google.com/patent/CN111088748A/en,
CN-111180107-A,Preparation method for electric field driven injection of micro-nano 3D printing nano silver paste ,青岛理工大学,"兰红波, 李红轲, 张广明, 朱晓阳, 杨建军",06/01/2020,06/01/2020,19/05/2020,,https://patents.google.com/patent/CN111180107A/en,
CN-210896822-U,High-precision transmission manganese-copper resistance card for shunt ,深圳市霆茂电子有限公司,刘晓辉,08/01/2020,08/01/2020,30/06/2020,30/06/2020,https://patents.google.com/patent/CN210896822U/en,
CN-111121824-A,Calibration method of MEMS sensor ,西北工业大学,"任建新, 自俊林, 杨龙河",03/01/2020,03/01/2020,08/05/2020,,https://patents.google.com/patent/CN111121824A/en,
CN-111075884-A,Shock absorber based on Stewart configuration ,上海大学,"孙翊, 吴军卫, 王敏, 蒲华燕, 丁基恒, 徐志, 吴文江, 罗均, 彭艳, 谢少荣",09/01/2020,09/01/2020,28/04/2020,,https://patents.google.com/patent/CN111075884A/en,
CN-111166342-A,Millimeter wave radar and camera fused fall detection device and detection method thereof ,四川宇然智荟科技有限公司,"靳飞, 廖政炯, 李明, 陶斯禄",07/01/2020,07/01/2020,19/05/2020,,https://patents.google.com/patent/CN111166342A/en,
CN-111049992-A,Safety prompting method and system for head lowering family ,上海海事大学,"程陈, 孙伟, 余盖青, 王长静, 费若岚",10/01/2020,10/01/2020,21/04/2020,,https://patents.google.com/patent/CN111049992A/en,
CN-111191627-A,Method for improving accuracy of dynamic gesture motion recognition under multiple viewpoints ,浙江工业大学,"张烨, 陈威慧, 樊一超",06/01/2020,06/01/2020,22/05/2020,,https://patents.google.com/patent/CN111191627A/en,
CN-111101214-A,Coaxial skin-core layer structure color fiber and microfluidic preparation method thereof ,苏州大学,"张克勤, 张素铭, 李青松, 尹菲",09/01/2020,09/01/2020,05/05/2020,,https://patents.google.com/patent/CN111101214A/en,
CN-111191622-A,Posture recognition method and system based on thermodynamic diagram and offset vector and storage medium ,华南师范大学,"肖菁, 李海超, 屈光卓",03/01/2020,03/01/2020,22/05/2020,,https://patents.google.com/patent/CN111191622A/en,
CN-111198767-A,"Big data resource processing method and device, terminal and storage medium ",平安科技（深圳）有限公司,许璐,07/01/2020,07/01/2020,26/05/2020,,https://patents.google.com/patent/CN111198767A/en,
CN-110973925-A,Display device for art design ,重庆电子工程职业学院,黄玮雯,07/01/2020,07/01/2020,10/04/2020,,https://patents.google.com/patent/CN110973925A/en,
CN-110986140-A,Quick cold and hot decoration integrated board ,裘斌,裘斌,08/01/2020,08/01/2020,10/04/2020,,https://patents.google.com/patent/CN110986140A/en,
CN-111015673-A,Four-degree-of-freedom mechanical arm teleoperation system and method for operation type flying robot ,福州大学,"陈彦杰, 梁嘉诚, 赖宁斌, 何炳蔚, 林立雄",02/01/2020,02/01/2020,17/04/2020,,https://patents.google.com/patent/CN111015673A/en,
CN-111153399-A,Electrochemical method for converting waste biomass material into carbon nano tube ,北京理工大学,"焦树强, 宋维力, 李世杰, 焦汉东",10/01/2020,10/01/2020,15/05/2020,,https://patents.google.com/patent/CN111153399A/en,
CN-111058889-B,Mine dust extraction with oxygen suppliment function ,李志怀,不公告发明人,07/01/2020,07/01/2020,02/02/2021,02/02/2021,https://patents.google.com/patent/CN111058889B/en,
CN-111079191-A,CP-ABE access control scheme based on block chain ,内蒙古大学,"李茹, 侯文涵, 史锦山, 张江徽",09/01/2020,09/01/2020,28/04/2020,,https://patents.google.com/patent/CN111079191A/en,
CN-111192377-A,Image processing method and device ,中国银联股份有限公司,"杨洁, 何东杰",08/01/2020,08/01/2020,22/05/2020,,https://patents.google.com/patent/CN111192377A/en,
CN-111222155-A,Method and system for combining re-encryption and block link ,湖南智慧政务区块链科技有限公司,"谢超良, 赵辉, 王超",08/01/2020,08/01/2020,02/06/2020,,https://patents.google.com/patent/CN111222155A/en,
CN-111242530-A,Container grain storage state code-assigning block chain data acquisition equipment and method ,航天信息股份有限公司,"刘申, 陈召安, 杨松松, 张彧豪, 王立华",02/01/2020,02/01/2020,05/06/2020,,https://patents.google.com/patent/CN111242530A/en,
CN-111161510-A,Automatic alarm device for household gas leakage ,上海安宏建设工程有限公司,"黄皑伦, 陆伟国, 沈戒, 包建新, 范琦",03/01/2020,03/01/2020,15/05/2020,,https://patents.google.com/patent/CN111161510A/en,
CN-211807895-U,3D prints harmful gas and smoke and dust processing apparatus ,广东海洋大学,"安芬菊, 师文庆, 陈韵律, 梁志刚, 战金明",06/01/2020,06/01/2020,30/10/2020,30/10/2020,https://patents.google.com/patent/CN211807895U/en,
CN-110927021-A,Underground water pollutant reaction migration simulation device and use method thereof ,中冶南方都市环保工程技术股份有限公司,"刘原甫, 唐小龙, 王文燕, 夏俊华, 田靓",02/01/2020,02/01/2020,27/03/2020,,https://patents.google.com/patent/CN110927021A/en,
CN-111240781-A,Client multi-language dynamic configuration method and system ,杭州涂鸦信息技术有限公司,朱可为,07/01/2020,07/01/2020,05/06/2020,,https://patents.google.com/patent/CN111240781A/en,
CN-111260893-A,Fault early warning method and device for ocean platform propeller ,"中国海洋石油集团有限公司, 中海油田服务股份有限公司, 中国石油大学(北京)","蒋爱国, 王金江, 谷明, 于昊天, 秦建安, 李文锦, 冼敏元, 张来斌, 黄玉泉, 赵吉振",10/01/2020,10/01/2020,09/06/2020,,https://patents.google.com/patent/CN111260893A/en,
CN-110781202-B,Intelligent data collection method and system for textbook teaching quality information ,广州欧赛斯信息科技有限公司,"刘宇, 徐�明, 钟金华, 赖苑婷, 周露",02/01/2020,02/01/2020,21/04/2020,21/04/2020,https://patents.google.com/patent/CN110781202B/en,
CN-111259515-A,Aircraft health management method and system ,珠海欧比特宇航科技股份有限公司,"芮云波, 颜军, 董文岳, 占连样",07/01/2020,07/01/2020,09/06/2020,,https://patents.google.com/patent/CN111259515A/en,
CN-111222574-A,Ship and civil ship target detection and classification method based on multi-model decision-level fusion ,西北工业大学,"粟嘉, 李大伟, 陶明亮, 张顺, 谢坚, 张兆林, 王伶, 韩闯, 宫延云, 范一飞",07/01/2020,07/01/2020,02/06/2020,,https://patents.google.com/patent/CN111222574A/en,
CN-111054470-B,Building decoration material recovery processing system of recycling ,安徽高泰工程材料有限公司,"顾文猛, 魏润科, 罗文鹏",06/01/2020,06/01/2020,28/08/2020,28/08/2020,https://patents.google.com/patent/CN111054470B/en,
CN-111277793-A,Visual AR real scene patrol system of sewage treatment plant ,苏州水星环保工业系统有限公司,岳文春,11/01/2020,11/01/2020,12/06/2020,,https://patents.google.com/patent/CN111277793A/en,
CN-111241392-A,"Method, device, equipment and readable storage medium for determining popularity of article ",腾讯科技（深圳）有限公司,"廖东亮, 王艺如, 黎功福, 徐进",07/01/2020,07/01/2020,05/06/2020,,https://patents.google.com/patent/CN111241392A/en,
CN-111231251-A,"Product detection method, equipment and system of injection molding machine ",杭州电子科技大学,"邬惠峰, 孙丹枫, 周宏伟, 赵建勇",09/01/2020,09/01/2020,05/06/2020,,https://patents.google.com/patent/CN111231251A/en,
CN-111092274-A,High-safety lithium battery integral material separation equipment ,袁自兰,袁自兰,07/01/2020,07/01/2020,01/05/2020,,https://patents.google.com/patent/CN111092274A/en,
CN-111242021-A,Distributed optical fiber vibration signal feature extraction and identification method ,电子科技大学,"吴慧娟, 阳思琦, 路豪, 王超群, 饶云江",10/01/2020,10/01/2020,05/06/2020,,https://patents.google.com/patent/CN111242021A/en,
CN-111242864-A,Finger vein image restoration method based on Gabor texture constraint ,杭州电子科技大学,"何必锋, 沈雷, 蒋寒琼, 何晶",12/01/2020,12/01/2020,05/06/2020,,https://patents.google.com/patent/CN111242864A/en,
CN-111153649-A,Preparation method of inorganic lightweight aggregate insulation board ,安徽铭源新型建材科技有限公司,"郑鹏, 虞雅琴",02/01/2020,02/01/2020,15/05/2020,,https://patents.google.com/patent/CN111153649A/en,
CN-111065204-A,Modular page-turning type PCB assembly ,深圳市江霖电子科技有限公司,"姚丽俊, 成国梁",07/01/2020,07/01/2020,24/04/2020,,https://patents.google.com/patent/CN111065204A/en,
CN-111139030-A,Enzyme modified biomacromolecule wood adhesive and preparation method thereof ,山西大学,杨秀清,08/01/2020,08/01/2020,12/05/2020,,https://patents.google.com/patent/CN111139030A/en,
US-10718548-B1,Air return assembly having a retractable grille ,"Betty F. Hart, Jack Mace, Jr.","Betty F. Hart, Jack Mace, Jr.",10/01/2020,10/01/2020,21/07/2020,21/07/2020,https://patents.google.com/patent/US10718548B1/en,https://patentimages.storage.googleapis.com/4c/39/55/cd52fb48df59dc/US10718548-20200721-D00000.png
CN-111224988-A,Network security information filtering method ,国网陕西省电力公司信息通信公司,"杨启龙, 刘东昊, 赵永柱, 刘莹, 房涛, 陈刚, 胡鑫, 裴瑛慧, 孙红宝, 苏江, 杨海文, 樊鑫, 苏晗, 魏晨昱",08/01/2020,08/01/2020,02/06/2020,,https://patents.google.com/patent/CN111224988A/en,
CN-211798297-U,Traditional chinese medicine thermal moxibustion suit therapentic equipment ,成都大学附属医院,"周建琼, 吴畏, 吴限",09/01/2020,09/01/2020,30/10/2020,30/10/2020,https://patents.google.com/patent/CN211798297U/en,
CN-111166743-A,Anti-infection application of thiazole structure-containing compound ,中国医学科学院医药生物技术研究所,"游雪甫, 董立民, 张友文, 李聪然, 杨信怡, 王秀坤, 胡辛欣, 聂彤颖, 李国庆, 李雪, 卢芸, 庞晶",02/01/2020,02/01/2020,19/05/2020,,https://patents.google.com/patent/CN111166743A/en,
CN-111048405-A,Product cleaning process for digitally cleaning chip wafer ,厦门英惟达智能科技有限公司,"庞亮, 李谦",07/01/2020,07/01/2020,21/04/2020,,https://patents.google.com/patent/CN111048405A/en,
CN-111098309-A,"Hybrid control method, device and system for mechanical arm ",江南大学,"张鑫, 楼旭阳, 吴炜",06/01/2020,06/01/2020,05/05/2020,,https://patents.google.com/patent/CN111098309A/en,
CN-110993450-A,Dampproofing safe power-off switch ,浦江坦朴电子科技有限公司,不公告发明人,02/01/2020,02/01/2020,10/04/2020,,https://patents.google.com/patent/CN110993450A/en,
CN-111147245-A,Algorithm for encrypting by using national password in block chain ,江苏恒为信息科技有限公司,"崔春生, 周耀平, 许文波, 李伟",08/01/2020,08/01/2020,12/05/2020,,https://patents.google.com/patent/CN111147245A/en,
CN-111042571-A,Flat-layer entrance added elevator and construction method thereof ,陈艳彬,"陈艳彬, 史学磊, 陈艳华",07/01/2020,07/01/2020,21/04/2020,,https://patents.google.com/patent/CN111042571A/en,
CN-110976493-B,Construction waste treatment equipment ,台成环保科技(上海)股份有限公司,"杨自江, 其他发明人请求不公开姓名",03/01/2020,03/01/2020,29/01/2021,29/01/2021,https://patents.google.com/patent/CN110976493B/en,
CN-111028462-B,Automatic fire extinguishing alarm based on thermal imaging principle ,义乌市满旺机械设备有限公司,不公告发明人,06/01/2020,06/01/2020,06/11/2020,06/11/2020,https://patents.google.com/patent/CN111028462B/en,
CN-111070765-A,Waste recovery device ,东阳温宾电子科技有限公司,不公告发明人,07/01/2020,07/01/2020,28/04/2020,,https://patents.google.com/patent/CN111070765A/en,
CN-111016182-A,Hot-pressing sealing device driven by steam engine ,东阳纳瑞蒸汽机设备科技有限公司,不公告发明人,06/01/2020,06/01/2020,17/04/2020,,https://patents.google.com/patent/CN111016182A/en,
CN-111024611-A,Device for detecting position of welding seam of metal welded pipe with seam ,刘玉梅,刘玉梅,06/01/2020,06/01/2020,17/04/2020,,https://patents.google.com/patent/CN111024611A/en,
